,frequ,nkill,latitude,longitude,country
Catalan Militia,1.0,0.0,41.387917,2.1699189999999997,Spain
Terai Madheshi Mukti Morcha (TMMM),1.0,1.0,26.876623,85.809504,Nepal
Continuing Struggle,1.0,0.0,36.947146999999994,14.605876,Italy
Lithuanian Land Guard,1.0,0.0,54.861864000000004,23.963158,Lithuania
Sardinian Autonomy Movement,1.0,0.0,45.432025,9.312296,Italy
Angolan Defense Force,1.0,62.0,-17.483762,16.329004,Namibia
Mexican Students,1.0,0.0,19.432608,-99.133207,Mexico
Civilians Seeking Revenge,1.0,1.0,27.820171999999996,30.789879,Egypt
Wit Kommando,1.0,0.0,-25.746095999999998,28.186455,South Africa
Anti-Fascist Action,1.0,0.0,37.97918,23.716647000000002,Greece
Communist Armed Nucleus,1.0,0.0,44.49419,11.346518,Italy
February 27 Revolutionary Armed Forces,1.0,0.0,10.063506,-69.334722,Venezuela
Unified Workers Command,1.0,0.0,5.026003,-74.030012,Colombia
Union of Peaceful Citizens of Algeria,1.0,0.0,36.7525,3.04197,Algeria
Great Japan Patriotic Party,1.0,0.0,35.685826,139.756684,Japan
Workers Power,1.0,0.0,45.545904,11.5403,Italy
Self-Defense Against All Authority,1.0,0.0,43.604652,1.444209,France
Afar rebels,1.0,1.0,11.510046,42.10496,Djibouti
Armenian Organization for Armed Struggle,1.0,0.0,45.463681,9.188171,Italy
Rebellious Group Lambros Foundas,1.0,1.0,38.008015,23.728354,Greece
Worker's Brigade,1.0,0.0,41.89052,12.494249,Italy
Homeland and Freedom Group,1.0,0.0,10.566284,-85.387619,Costa Rica
Khaled Ibn al-Walid Army,1.0,4.0,32.981558,35.749457,Israel
Communist Party of India,1.0,1.0,23.940848000000003,91.988153,India
Corsican Farmers' Front,1.0,0.0,42.697525,9.450202,France
Faqra Tribal Group,1.0,12.0,15.47521,45.3296,Yemen
Phillipine Moslems,1.0,0.0,14.596051000000001,120.97866599999999,Philippines
Central American Revolutionary Workers Party (PRTC),1.0,2.0,13.692879999999999,-89.199161,El Salvador
Democratic Party,1.0,0.0,35.995571000000005,45.886588,Iran
P.R.E.,1.0,0.0,41.387917,2.1699189999999997,Spain
Jihad Brigades,1.0,0.0,14.596051000000001,120.97866599999999,Philippines
Rabbi Rahane Group,1.0,0.0,31.766496000000004,35.21172,Israel
Kabul Government Agents,1.0,17.0,34.009667,71.579994,Pakistan
National Awami Party,1.0,1.0,34.009667,71.579994,Pakistan
Prolitarian Internationalism,1.0,0.0,41.89052,12.494249,Italy
Revolutionary Coordination of the Masses,1.0,0.0,13.692879999999999,-89.199161,El Salvador
Brigades of Iman Hassan-al-Basri,1.0,3.0,30.5,47.816666999999995,Iraq
Revolutionary Fighting Group 80,1.0,0.0,49.008084999999994,8.403756,West Germany (FRG)
Supporters of Muse Sudi Yalahow,1.0,0.0,2.03742,45.337971,Somalia
Revolutionary Committee for Counter Force,1.0,0.0,45.463681,9.188171,Italy
15th of September Liberation Legion,1.0,0.0,9.933333,-84.083333,Costa Rica
Swaziland Youth Congress (Swayoco),1.0,0.0,-26.330253000000003,31.13707,Swaziland
Territorial Communist Command,1.0,0.0,41.89052,12.494249,Italy
Proletarian Division for the Army of Communist Liberation,1.0,0.0,41.89052,12.494249,Italy
Akhilesh Singh Gang,1.0,5.0,25.468817,84.51998499999999,India
Socialist-Nationalist Front (SNF),1.0,0.0,46.198392,6.142296,Switzerland
El Mico Rebel Gray,1.0,2.0,13.434892999999999,-85.621638,Nicaragua
Revolutionary Armed Forces for the Liberation of Colombia (FALCO),1.0,0.0,7.060051,-73.853115,Colombia
Comando Malvinas Argentinas,1.0,0.0,-34.6037,-58.381503,Argentina
Jaljala Army,1.0,22.0,31.280309000000003,34.240390000000005,Egypt
Janatantrik Tiger Janashakti Party,1.0,1.0,26.778712,86.12234699999999,Nepal
Muslim Renewal,1.0,1.0,-6.135730000000001,39.362120000000004,Tanzania
Jacques de Molay Group,1.0,0.0,48.856614,2.3522220000000003,France
Republican Anticlerical Group,1.0,0.0,41.387917,2.1699189999999997,Spain
Mali students,1.0,0.0,14.764504,-17.366029,Senegal
U/I Catholic Traditionalists,1.0,3.0,16.784013,-92.68963199999999,Mexico
Militant Zionist Resistance Movement,1.0,0.0,48.856614,2.3522220000000003,France
Militant Argentine Patriots,1.0,0.0,-34.6037,-58.381503,Argentina
Autonomous Anarchist Groups,1.0,0.0,41.387917,2.1699189999999997,Spain
North Korean involvement commandos,1.0,21.0,16.801022,96.14456,Myanmar
Fighters of Democratic Latvia,1.0,0.0,56.946203000000004,24.104287,Latvia
Korea Univ. Students,1.0,1.0,37.566534999999995,126.97796899999999,South Korea
Revolutionary Military Council,1.0,0.0,55.75,37.616667,Russia
Al-Sunni muslim sect,1.0,1.0,9.404653,-0.842511,Ghana
"Aghwar ""Fire War"" Group",1.0,0.0,24.893379,67.028061,Pakistan
Lebanese Free Will Movement,1.0,4.0,33.888628999999995,35.495478999999996,Lebanon
Hofstad Network,1.0,1.0,52.370216,4.895168,Netherlands
Ahmad Jibril,1.0,98.0,33.888628999999995,35.495478999999996,Lebanon
Ghniwah Militia,1.0,0.0,32.842282,13.171151,Libya
May 15,1.0,0.0,37.97918,23.716647000000002,Greece
Sandval (union) Movement,1.0,0.0,41.496111,48.29,Azerbaijan
Free Fatherland Youth Guerrilla Army,1.0,0.0,-38.734133,-72.58465100000001,Chile
Islamic Salvation Front (Palestine),1.0,0.0,31.307625,34.247737,West Bank and Gaza Strip
Cleansing Hand (La Mano Que Limpia),1.0,2.0,6.1734599999999995,-75.59278,Colombia
Bani Hilal Tribe,1.0,0.0,30.05,31.25,Egypt
Armed Womens Nuclei,1.0,0.0,44.49419,11.346518,Italy
Mai Mai Karakara Militia,1.0,0.0,-2.989147,29.100792,Democratic Republic of the Congo
Jewish Fighting Organization (Eyal),1.0,1.0,32.085688,34.783684,Israel
Guadalcanal Liberation Army,1.0,2.0,-9.584336,160.155603,Solomon Islands
Haji Fateh,1.0,0.0,36.511205,68.902159,Afghanistan
Libyan Students (Sponsored by Qadaffi Regime),1.0,1.0,41.89052,12.494249,Italy
English Defense League (EDL),1.0,0.0,51.590219,-0.139372,United Kingdom
People's Liberation Front of Niger,1.0,3.0,15.898,5.803,Niger
Tigers,1.0,1.0,-26.328746000000002,31.143896999999996,Swaziland
Union of Democratic Forces,1.0,0.0,9.383462,18.000593,Chad
Shan Insurgents,1.0,2.0,20.785848,97.03935,Myanmar
Civil Defense Force (CDF),1.0,21.0,9.10075,-10.957888,Sierra Leone
Dayak gang,1.0,8.0,-2.5333330000000003,112.95,Indonesia
Aba Cheali Group,1.0,4.0,6.380375,101.22529200000001,Thailand
Abu Hassan,1.0,2.0,32.073018,34.808673999999996,Israel
Local Extremist,1.0,0.0,13.564492000000001,44.030691999999995,Yemen
Marhan Clan,1.0,0.0,-0.357077,42.546636,Somalia
Colonel Albert Kahasha Militia,1.0,20.0,-3.030812,28.29895,Democratic Republic of the Congo
Revolutionary Communist Youth Brigade (RCYB),1.0,0.0,44.04483,-123.07260600000001,United States
Bodyguards of Muslim Warlord Governor Tupay Loong,1.0,3.0,6.054022,120.999705,Philippines
Jewish Defense Organization,1.0,0.0,48.856614,2.3522220000000003,France
The Jean Marc Rouillan Armed and Heartless Columns,1.0,0.0,-33.469115,-70.641997,Chile
Jaish al-Mukhtar,1.0,0.0,28.416767999999998,45.971496,Saudi Arabia
Erotic Anti-authority Cells,1.0,0.0,40.639348999999996,22.944616,Greece
Bangalee Somo Odhikar Andolon,1.0,0.0,22.5785,92.06900300000001,Bangladesh
Islamic Movement for Change,1.0,15.0,36.212989,37.142588,Syria
Hatikvah Leumi or National Hope,1.0,0.0,38.890370000000004,-77.031959,United States
Hungarian Skin Head Group,1.0,0.0,47.498406,19.040758,Hungary
War Veterans,1.0,0.0,-11.792588,19.906596,Angola
Dissidents linked to Zanga,1.0,2.0,-20.06373,30.827659999999998,Zimbabwe
Omar Bin Khattab Group,1.0,0.0,33.3,44.4,Iraq
Union of Galilee Christians,1.0,0.0,32.085688,34.783684,Israel
Broad Commando of National Liberation,1.0,0.0,4.6366190000000005,-74.122652,Colombia
Bloque Anti-Guerrillero de Oriente (BAGO),1.0,14.0,13.466667000000001,-88.18333299999999,El Salvador
Amazigh Islamic Front,1.0,0.0,32.118056,20.067107999999998,Libya
Harakat ul-Mujahidin Al-Almi,1.0,3.0,24.893379,67.028061,Pakistan
Groups for Dissemination of Revolutionary Theory and Action,1.0,0.0,40.639348999999996,22.944616,Greece
Albanian exiles,1.0,0.0,51.191261,6.4420660000000005,Germany
Ecology and Antinuclear Revolutionary Party (CRAE),1.0,0.0,45.764043,4.835659,France
Patriotic Europeans against the Islamization of the West (PEGIDA),1.0,0.0,51.054486,13.735276,Germany
People's Sovereignty Party (PDR),1.0,0.0,-6.2088209999999995,106.846046,Indonesia
Hiroyuki Jo,1.0,1.0,35.685826,139.756684,Japan
Tanzeem Ittehad - I - Ulema Qabail (Tiuq)Tribesmen,1.0,9.0,34.009667,71.579994,Pakistan
Movement for Cuban Justice (Pragmatistas),1.0,1.0,25.764367,-80.20152900000001,United States
Siah KAL,1.0,0.0,35.696442,51.422973999999996,Iran
Revolutionary Road,1.0,1.0,39.922059000000004,32.854683,Turkey
Anonima Sequestri,1.0,0.0,40.320996,9.330356,Italy
Minutemen American Defense,1.0,2.0,31.577334999999998,-111.331452,United States
Italian Combatents for Alto Adige,1.0,0.0,46.496714000000004,11.358008,Italy
National United Front of Democracy Against Dictatorship (UDD),1.0,0.0,14.003391,100.66471,Thailand
8 March Coalition,1.0,5.0,34.438094,35.830837,Lebanon
National Republican Movement for Democracy and Development (MRND),1.0,0.0,-1.949011,30.057852,Rwanda
Al-Marabitun Revolutionary Committee,1.0,0.0,33.888763,35.492016,Lebanon
Katap Ethic Group,1.0,10.0,10.530204,7.4373380000000004,Nigeria
Republican Forces of Burundi (FOREBU),1.0,1.0,-3.382806,29.370232,Burundi
Republic of Texas,1.0,0.0,30.588497999999998,-103.89465799999999,United States
United Students Forum,1.0,6.0,22.347537,91.812332,Bangladesh
Central African National Liberation Movement,1.0,3.0,4.396901000000001,18.561947,Central African Republic
Jordanian Masses Organization,1.0,0.0,41.89052,12.494249,Italy
October 11 Group,1.0,0.0,8.994269000000001,-79.518792,Panama
Tehrik-e-Jehad-e-Islami,1.0,3.0,33.622858,75.37182299999999,India
The Husayn Ubayyat Martyrs' Brigades,1.0,0.0,31.731461,35.186667,West Bank and Gaza Strip
Ultra Conservative Clerical Group,1.0,0.0,37.281069,49.583003999999995,Iran
Revenge of the Trees,1.0,0.0,47.039225,-122.891429,United States
National Liberation Front of Chad,1.0,0.0,21.436084,17.112289,Chad
large group,1.0,1.0,14.791944,-91.920556,Guatemala
Guerrilla Column 29 September,1.0,0.0,18.466658,-66.10814,United States
Nara Red Army,1.0,0.0,34.685087,135.805,Japan
Scottish Socialist Republican League,1.0,0.0,51.548283000000005,-0.479336,United Kingdom
Sabaot tribesmen,1.0,40.0,0.569472,34.559917,Kenya
Supporters of Ernest Wamba dia Wamba,1.0,0.0,0.51853,25.200773,Democratic Republic of the Congo
Islamic Front for the Liberation of Bahrain,1.0,0.0,26.216666999999998,50.583333,Bahrain
Pakistani trained terrorists,1.0,12.0,34.526179,74.254614,India
Party of National Conciliation,1.0,1.0,13.749885,-89.199936,El Salvador
Intifada Martyrs,1.0,2.0,31.986148999999997,35.281401,West Bank and Gaza Strip
Banya Tribe,1.0,7.0,6.513382,14.287472,Cameroon
Mahidi,1.0,1.0,-8.503889,126.236667,Indonesia
Crazy Brabant Killers,1.0,7.0,50.9341,4.04513,Belgium
Al-Qaida Organization for Jihad in Sweden,1.0,0.0,59.40247900000001,17.944322,Sweden
Kashmir Freedom Force,1.0,0.0,34.083658,74.797368,India
Puratchi Puligal,1.0,0.0,9.925591,78.119475,India
anti-hunting protestors,1.0,0.0,52.192035,-2.223532,United Kingdom
National Santhali Liberation Army (NSLA),1.0,3.0,26.360833000000003,89.90722199999999,India
National Accord Movement,1.0,0.0,33.3,44.4,Iraq
New Revolutionary Alternative (NRA),1.0,0.0,55.75,37.616667,Russia
Peruvian Anti-Communist Alliance (AAP),1.0,0.0,-12.046378,-77.04279100000001,Peru
Movement for Democracy and Justice in Chad (MDJT),1.0,77.0,21.322267999999998,16.889135999999997,Chad
Supporters of Colonel Mahmud Khudoyberdiyev,1.0,0.0,39.391504,68.53818000000001,Tajikistan
Revolutionary Liberation Cells,1.0,25.0,33.888628999999995,35.495478999999996,Lebanon
People's Resistance Organized Army,1.0,2.0,37.714960999999995,24.057122,Greece
SFT,1.0,0.0,52.516667000000005,13.4,East Germany (GDR)
Anti-Capitalist Commando,1.0,0.0,52.505803,13.331741000000001,West Germany (FRG)
Al-Barq,1.0,3.0,34.526179,74.254614,India
Jharkhand Sangharsh Jan Mukti Morcha,1.0,0.0,23.68581,84.735718,India
Thanthai Periyar Dravidar Kazhagam (TPDK),1.0,0.0,13.036791000000001,80.26763000000001,India
Young Brigade of Navarro,1.0,0.0,42.817988,-1.644184,Spain
Court Reform extremists,1.0,0.0,42.691278999999994,-71.43867900000001,United States
Movement of the Third Reich,1.0,1.0,50.111445,8.680615,West Germany (FRG)
Anarchist Anti-Capitalist Action Group,1.0,0.0,37.983792,23.72927,Greece
Mongolian Mukti Morcha,1.0,1.0,28.099949,82.86599100000001,Nepal
Anti-Nuclear Society for a Silent Counter-Offensive (ANGST),1.0,0.0,51.985103,5.8987300000000005,Netherlands
Awdal Regional Administration Army (ARAA),1.0,2.0,9.932966,43.181906,Somalia
Angry Foxes Cell,1.0,0.0,51.485286,-2.767633,United Kingdom
Zehri Youth Force (ZYF),1.0,0.0,27.508215000000003,66.42715,Pakistan
Zintani Militia,1.0,0.0,32.876174,13.187507,Libya
Suriname Liberation Front,1.0,0.0,4.982475,-54.991935,Suriname
Civic United Front (CUF),1.0,0.0,-5.245924,39.766723999999996,Tanzania
Dashmesh Regiment,1.0,1.0,31.354397,75.556258,India
Mai Mai Manu Militia,1.0,0.0,-10.642667999999999,24.459123,Democratic Republic of the Congo
Hamawand Tribe,1.0,14.0,35.533865999999996,44.833044,Iraq
Red June of 14 June,1.0,0.0,19.45,-70.7,Dominican Republic
Bahir Eldeen Brigade,1.0,4.0,27.037990999999998,14.426865,Libya
Spanish Falange,1.0,1.0,40.416691,-3.7003449999999996,Spain
Kizilyurtovskiy Group,1.0,3.0,43.186149,46.973752000000005,Russia
supporters of presidential candidate Belisario Bet,1.0,0.0,7.894195,-72.503885,Colombia
The Great Serpent,1.0,3.0,35.696442,51.422973999999996,Iran
U/l men,1.0,0.0,23.811388,90.41210600000001,Bangladesh
GP II,1.0,0.0,33.806746999999994,35.662,Lebanon
Random Anarchists,1.0,0.0,51.4695,-2.5283889999999998,United Kingdom
Anti-govt student groups,1.0,0.0,10.502961,-66.917253,Venezuela
Karnataka State Farmers Association,1.0,0.0,12.971599000000001,77.594563,India
No Borders Group,1.0,0.0,50.971413,1.902552,France
May 36,1.0,0.0,40.639348999999996,22.944616,Greece
Lavalas Supporters,1.0,2.0,19.677355,-72.269785,Haiti
Muslims Against Global Oppression (MAGO),1.0,1.0,-33.925313,18.426329,South Africa
Anti-Communist Viets Organization,1.0,1.0,37.777125,-122.41964399999999,United States
Opposition movement of Colon Province Unemployed,1.0,1.0,9.358577,-79.900015,Panama
Autonomy (Greece),1.0,0.0,37.97918,23.716647000000002,Greece
Anti-American Arab Liberation Front,1.0,3.0,52.505803,13.331741000000001,West Germany (FRG)
Armed Renaissance Group of Ahvaz,1.0,8.0,31.285505999999998,48.643415999999995,Iran
Supporters of Second Prime Minister Hun Sen,1.0,0.0,11.544872999999999,104.89216699999999,Cambodia
People's Liberation Force,1.0,0.0,41.013517,28.950671999999997,Turkey
National Salvation Forces Organization,1.0,1.0,36.212989,37.142588,Syria
Rival Afghan Group,1.0,7.0,34.11677879999999,71.16651540000001,Pakistan
Supporters of General Lino Oviedo,1.0,0.0,-25.282773000000002,-57.63561,Paraguay
Borana bandits,1.0,0.0,0.35523299999999997,37.583456,Kenya
Minority Unity Forum,1.0,1.0,32.726602,74.857026,India
Japan National Youth Alliance,1.0,0.0,35.685826,139.756684,Japan
Al-Faruq Militia,1.0,0.0,32.75224,12.727866,Libya
Boer Republikeinse Leer,1.0,0.0,-25.746095999999998,28.186455,South Africa
Joint Meeting Parties (JMP),1.0,4.0,13.564492000000001,44.030691999999995,Yemen
Fighting Communist Front,1.0,0.0,45.409538,11.876553999999999,Italy
Prisoner  Gourgen Yanikian Group,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Islamic Tendency,1.0,2.0,5.536389,46.385624,Somalia
Earth Night Action Group,1.0,0.0,36.940556,-121.78944399999999,United States
Knights of Janzour,1.0,0.0,32.80849,13.150985,Libya
Jatav Caste,1.0,4.0,27.17667,78.008074,India
Anti-feminist extremists,1.0,15.0,45.501675,-73.567215,Canada
Cambodian National Front for National Salvation,1.0,1.0,11.558831,104.917445,Cambodia
Bani Jaber tribe,1.0,0.0,15.502404,45.449853999999995,Yemen
Al-Fajr,1.0,1.0,34.083658,74.797368,India
Student Network of Mandalay,1.0,0.0,22.108333,95.141667,Myanmar
suspended policemen,1.0,0.0,-22.908278,-43.197026,Brazil
Spanish International Communist Party,1.0,0.0,41.387917,2.1699189999999997,Spain
Zemun Clan,1.0,1.0,44.802416,20.465601,Serbia-Montenegro
Armenian Revolutionary Army,1.0,1.0,45.42153,-75.697193,Canada
Georgian guerrillas,1.0,0.0,42.141944,41.676389,Georgia
Epanastatiki Anatropi (Revolutionary Overthrow),1.0,0.0,37.971532,23.725749,Greece
Guerrilla Commando of the people,1.0,0.0,14.0833,-87.2167,Honduras
Pro-Aristade,1.0,0.0,18.5391667,-72.335,Haiti
Al-Muthana Islamic Movement,1.0,18.0,33.126944,35.825796000000004,Syria
Yamaguchi-Gumi Gang,1.0,0.0,35.685826,139.756684,Japan
Begumcans Cell,1.0,0.0,38.418317,27.131078999999996,Turkey
Issui Kai,1.0,0.0,35.685826,139.756684,Japan
Jihad Martyr's Companies in Iraq,1.0,8.0,33.3,44.4,Iraq
Anti-Park extremists,1.0,0.0,36.119485,128.344573,South Korea
Islamic Jihad Front,1.0,4.0,34.086721999999995,74.809149,India
Popular Resistance Front (FPR),1.0,25.0,-34.6037,-58.381503,Argentina
Al-Aqsa-Group,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Tribal Thumb,1.0,2.0,37.777125,-122.41964399999999,United States
Bengali Tiger Force (BTF),1.0,2.0,23.401281,88.50155699999999,India
Haika,1.0,0.0,43.320812,-1.984447,Spain
Armed Workers Nuclei,1.0,0.0,45.463681,9.188171,Italy
National Liberation Council of Taniland,1.0,10.0,26.63,92.8,India
Hushaysh Tribal Members,1.0,0.0,15.328695000000002,44.214171,Yemen
Fourth Reich Skinheads,1.0,0.0,33.88946,-118.159791,United States
Proletarian Fighting Brigades,1.0,0.0,40.727165,8.558468,Italy
Student Revolutionary Front (FER),1.0,0.0,8.994269000000001,-79.518792,Panama
Danish Neo-Nazi Group,1.0,0.0,55.603331000000004,13.001303,Sweden
Hoodie Wearers,1.0,0.0,53.553813,9.991586,Germany
Mutassim Billah Gaddafi Battalion,1.0,0.0,32.116706,20.081176,Libya
Rebel Socialists,1.0,0.0,-33.469115,-70.641997,Chile
Sixth of March Group,1.0,0.0,48.856614,2.3522220000000003,France
United Aryan Empire,1.0,0.0,45.672075,-118.788597,United States
National Liberation Alliance of Sa Kaeo,1.0,0.0,13.643206,102.483921,Thailand
Combat Brigades,1.0,1.0,45.070562,7.686619,Italy
White Legion (Ecuador),1.0,0.0,-0.18143900000000002,-78.46726600000001,Ecuador
Unidad Militar Bolivariana,1.0,0.0,10.502961,-66.917253,Venezuela
Self Defense Forces,1.0,0.0,4.5981,-74.07603,Colombia
Wolves of Islam,1.0,1.0,43.07908558,45.04656834,Russia
Burmese refugees,1.0,1.0,22.5530682,91.8093109,Bangladesh
Revolutionary Movement of People in Arms,1.0,1.0,-33.024705,-71.552216,Chile
Somali Salvation Democratic Front (SSDF),1.0,0.0,2.03742,45.337971,Somalia
Red Egbesu Water Lions,1.0,0.0,4.700105000000001,5.967528,Nigeria
Tabu Tribe,1.0,1.0,25.930001,14.43498,Libya
All Karanataka Youth Council,1.0,0.0,12.971599000000001,77.594563,India
Armed Forces for a Federal Republic (FARF),1.0,0.0,8.567307000000001,16.083197,Chad
Pro-State Militiamen,1.0,0.0,38.166361,41.784216,Turkey
Shaykh Hassan Khalid Forces,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Commando Heinz Neumann,1.0,1.0,53.553813,9.991586,West Germany (FRG)
Union of Young Kurdish Revolutionaries,1.0,0.0,43.296482,5.36978,France
Forces of the Free Arab,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Boricuan Armed Anti-Imperialist Commandos,1.0,0.0,18.466658,-66.10814,United States
Fedayeen of the Imperial Iranian Monarchy,1.0,0.0,50.111445,8.680615,West Germany (FRG)
Rally of Democratic Forces (RAFD),1.0,0.0,14.513517000000002,22.08788,Chad
Saraya Waad Allah,1.0,2.0,26.162571,50.611844,Bahrain
Indians,1.0,0.0,16.756932,-93.129235,Mexico
Munadil al-Jumalyi Brigade,1.0,0.0,32.878436,44.387452,Iraq
Brigadas Rojas,1.0,0.0,4.6366190000000005,-74.122652,Colombia
Amhara tribal group,1.0,61.0,9.600875,41.850142,Ethiopia
Arab Commando Cells,1.0,3.0,33.888628999999995,35.495478999999996,Lebanon
Islamic Legion,1.0,14.0,15.916666699999999,2.4,Mali
The Black Sun,1.0,0.0,44.802416,20.465601,Serbia
Proletarian Solidarity,1.0,0.0,50.660562,14.052971,Czech Republic
Cypriot,1.0,0.0,40.712784,-74.005941,United States
The Inevitables,1.0,0.0,-15.83588,-67.564848,Bolivia
Ayesha bint al-Sadiq Brigade,1.0,1.0,35.333333,40.15,Syria
Casamance Separatists,1.0,1.0,12.569167,-16.173610999999998,Senegal
Feliciano Argueta Front,1.0,0.0,16.8,-89.93333299999999,Guatemala
Popular Resistance Army (PRA),1.0,5.0,0.354865,32.752014,Uganda
Jihadist Soldiers,1.0,32.0,33.055377,44.37146,Iraq
The Call of Jesus Christ,1.0,0.0,51.219062,4.40289,Belgium
Unidentified Infiltrators,1.0,37.0,-2.698556,29.008173,Rwanda
French Liberation Front,1.0,0.0,48.856614,2.3522220000000003,France
Front for Peace and Reconciliation (FRP),1.0,0.0,1.566527,30.249824,Democratic Republic of the Congo
Defenders of the Nation's Sovereignty,1.0,0.0,-18.914872,47.531612,Madagascar
United Popular Liberation Army of America,1.0,0.0,18.93402,-99.231483,Mexico
Supporters of opposing candidate Abdu Sakurtan,1.0,3.0,6.052979,121.00247900000001,Philippines
Martyr Riyad Taha Group,1.0,0.0,33.549495,35.853199,Lebanon
MLA,1.0,0.0,50.111445,8.680615,West Germany (FRG)
Russian extremists,1.0,1.0,32.875121,13.187683999999999,Libya
Jewish Combat Organization,1.0,0.0,48.856614,2.3522220000000003,France
Al-Herak Al-Tihami Movement,1.0,0.0,15.30538,43.016109,Yemen
Cleansing Squad,1.0,6.0,4.5981,-74.07603,Colombia
Sanatan Sanstha,1.0,1.0,18.518679000000002,73.857254,India
Khatm-e-Nabuwat (KeN),1.0,0.0,31.554606,74.357158,Pakistan
Kurdish demonstrators,1.0,0.0,48.856614,2.3522220000000003,France
Movement for Dignity and Soverignty,1.0,0.0,12.136389,-86.251389,Nicaragua
Baloch Militant Defense Army,1.0,0.0,27.804509999999997,66.614133,Pakistan
Thunder of Zion,1.0,0.0,40.712784,-74.005941,United States
Revolutionary Nationalist Movement,1.0,0.0,48.856614,2.3522220000000003,France
Citizens Volunteer Force,1.0,3.0,8.980118,79.912462,Sri Lanka
French Armed Islamic Front,1.0,0.0,48.856614,2.3522220000000003,France
Anti-AF,1.0,0.0,50.111445,8.680615,West Germany (FRG)
Animal Defense League,1.0,0.0,51.522752000000004,-0.720214,United Kingdom
The Mujahadeen Room in Latakia Countryside,1.0,3.0,35.612978999999996,36.002323,Syria
Socialist Revolutionary Brigade,1.0,0.0,50.850335,4.351685,Belgium
Okinawa Liberation League,1.0,0.0,26.334427,127.80558300000001,Japan
Shabwah Province of the Islamic State,1.0,14.0,14.536389000000002,46.833056,Yemen
Kabataang Makabayan (KM),1.0,0.0,14.677301000000002,121.044348,Philippines
Al-Zaidi Tribe - Mareb,1.0,0.0,14.691211,46.933789000000004,Yemen
The World United Formosans for Independence (WUFI),1.0,0.0,40.764469,-73.974488,United States
Progressive Socialist Party (PSP),1.0,2.0,33.810059,35.597287,Lebanon
Tanyus Shanin Armed Unit,1.0,2.0,33.888628999999995,35.495478999999996,Lebanon
Cubans seeking escape from Cuba,1.0,0.0,23.171091,-82.12776,Cuba
People's Liberation Army (Mexico),1.0,1.0,29.089185999999998,-110.96133,Mexico
MANO-D,1.0,1.0,18.456792,-69.951164,Dominican Republic
Gruppe Haw Weg Den Scheiss,1.0,0.0,53.430252,10.374086,West Germany (FRG)
Sinhalese Extremists,1.0,0.0,6.927078999999999,79.861243,Sri Lanka
Syrian Army deserters,1.0,6.0,32.751111,36.305278,Syria
Detonators of Social Uprisings,1.0,0.0,40.937607,24.412866,Greece
self-styled iconoclasts-nihilists,1.0,0.0,37.97918,23.716647000000002,Greece
All Ethiopian Unity Party (AEUP),1.0,0.0,8.977146000000001,38.773226,Ethiopia
Communist Fighters Association,1.0,0.0,45.463681,9.188171,Italy
Wild Geese of the Cities,1.0,0.0,37.88882,23.74588,Greece
Brigade of al-Mukhtar al-Thaqafi,1.0,0.0,33.833333,36.0,Lebanon
Communist Brigade Dante Dimani,1.0,0.0,41.89052,12.494249,Italy
Anti-Apostate Movement Alliance (AGAP),1.0,0.0,-7.025867,107.516899,Indonesia
Himali Tigers,1.0,0.0,28.050078999999997,81.61668399999999,Nepal
Revolutionary Communist Armed Nuclei,1.0,0.0,41.89052,12.494249,Italy
Pro-Libyan,1.0,1.0,34.601576,32.955596,Cyprus
Iraqi Strugglers' Movement,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Al-Haydariyah Battalion,1.0,0.0,26.207183999999998,50.556604,Bahrain
Italians Attacking Policies of the Regional  SVP,1.0,0.0,46.669097,11.163979,Italy
Armed Proletarian Formations,1.0,0.0,41.89052,12.494249,Italy
White Liberation Army,1.0,0.0,-26.177929000000002,27.974858,South Africa
Ramzi Nahra Martyr Organization,1.0,0.0,33.098946000000005,35.288591,Israel
Territorial Anti-Fascist Patrols,1.0,0.0,41.89052,12.494249,Italy
Congolese Rally for Democracy (RCD),1.0,0.0,0.516746,25.199939999999998,Democratic Republic of the Congo
Bhittani tribe,1.0,0.0,32.601768,70.914772,Pakistan
Nationalsocialistisk Front (NSF),1.0,0.0,55.603331000000004,13.001303,Sweden
Armenian paramilitary group,1.0,1.0,40.812778,44.488333000000004,Soviet Union
Ahmad Alawi al Muqbili,1.0,0.0,24.64732,46.714581,Saudi Arabia
Demonstration led by French Anti-Nazi Hunters,1.0,0.0,54.083273,12.100328,Germany
The Nation's Army,1.0,0.0,31.349244,34.36038,West Bank and Gaza Strip
Unified Kurdish Socialist Party,1.0,0.0,35.500143,45.30573,Iraq
Cell for Internationalism,1.0,0.0,47.809490000000004,13.055010000000001,Austria
Chukakuha Revolutionary Army,1.0,0.0,35.685826,139.756684,Japan
Youth Gang,1.0,0.0,-34.6037,-58.381503,Argentina
Justice Party,1.0,1.0,38.620999,27.428638,Turkey
Hubay Qah Group,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Militant Movement for Madagascan Socialism (MMSM),1.0,8.0,-18.922320000000003,47.51724,Madagascar
Ansaru ash-Sharia (Russia),1.0,1.0,42.966631,47.512629,Russia
